,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,season_name,time_bin,time_bin_encoded,season_name_encoded,rush_hour,ideal,sticky
7440,2011-12-27,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,14,spring,Afternoon,0,1,0,0,0
7441,2011-12-27,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,19,spring,Afternoon,0,1,0,0,0
7442,2011-12-27,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,46,spring,Afternoon,0,1,0,0,0
7443,2011-12-27,1,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,115,spring,Afternoon,0,1,1,0,0
7444,2011-12-27,1,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,135,spring,Evening,1,1,1,0,0
7445,2011-12-27,1,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,90,spring,Evening,1,1,1,0,0
7446,2011-12-27,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,69,spring,Evening,1,1,0,0,0
7447,2011-12-27,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,63,spring,Evening,1,1,0,0,0
7448,2011-12-27,1,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,32,spring,Evening,1,1,0,0,0
7449,2011-12-27,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,26,spring,Evening,1,1,0,0,0
7450,2011-12-28,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,10,spring,Night,3,1,0,0,0
7451,2011-12-28,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,12,spring,Night,3,1,0,0,0
7452,2011-12-28,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,7,spring,Night,3,1,0,0,0
7453,2011-12-28,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,4,spring,Night,3,1,0,0,0
7454,2011-12-28,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,9,spring,Night,3,1,0,0,0
7455,2011-12-28,1,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,43,spring,Morning,2,1,0,0,0
7456,2011-12-28,1,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,110,spring,Morning,2,1,1,0,0
7457,2011-12-28,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,217,spring,Morning,2,1,1,0,0
7458,2011-12-28,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,189,spring,Morning,2,1,1,0,0
7459,2011-12-28,1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,96,spring,Morning,2,1,0,0,0
7460,2011-12-28,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,111,spring,Morning,2,1,0,0,0
7461,2011-12-28,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,140,spring,Afternoon,0,1,0,0,0
7462,2011-12-28,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,159,spring,Afternoon,0,1,0,0,0
7463,2011-12-28,1,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,120,spring,Afternoon,0,1,0,0,0
7464,2011-12-28,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,117,spring,Afternoon,0,1,0,0,0
7465,2011-12-28,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,167,spring,Afternoon,0,1,0,0,0
7466,2011-12-28,1,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,250,spring,Afternoon,0,1,1,0,0
7467,2011-12-28,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,169,spring,Evening,1,1,1,0,0
7468,2011-12-28,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,151,spring,Evening,1,1,1,0,0
7469,2011-12-28,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,79,spring,Evening,1,1,0,0,0
7470,2011-12-28,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,70,spring,Evening,1,1,0,0,0
7471,2011-12-28,1,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,33,spring,Evening,1,1,0,0,0
7472,2011-12-28,1,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,39,spring,Evening,1,1,0,0,0
7473,2011-12-29,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,28,spring,Night,3,1,0,0,0
7474,2011-12-29,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,15,spring,Night,3,1,0,0,0
7475,2011-12-29,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,3,spring,Night,3,1,0,0,0
7476,2011-12-29,1,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,2,spring,Night,3,1,0,0,0
7477,2011-12-29,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,3,spring,Night,3,1,0,0,0
7478,2011-12-29,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,10,spring,Night,3,1,0,0,0
7479,2011-12-29,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,106,spring,Morning,2,1,1,0,0
7480,2011-12-29,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,170,spring,Morning,2,1,1,0,0
7481,2011-12-29,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,110,spring,Morning,2,1,0,0,0
7482,2011-12-29,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,122,spring,Morning,2,1,0,0,0
7483,2011-12-29,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,130,spring,Afternoon,0,1,0,0,0
7484,2011-12-29,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,131,spring,Afternoon,0,1,0,0,0
7485,2011-12-29,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,177,spring,Afternoon,0,1,0,0,0
7486,2011-12-29,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,177,spring,Afternoon,0,1,0,0,0
7487,2011-12-29,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,240,spring,Afternoon,0,1,1,0,0
7488,2011-12-29,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,207,spring,Evening,1,1,1,0,0
7489,2011-12-29,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,135,spring,Evening,1,1,1,0,0
7490,2011-12-29,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,96,spring,Evening,1,1,0,0,0
7491,2011-12-29,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,68,spring,Evening,1,1,0,0,0
7492,2011-12-29,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,55,spring,Evening,1,1,0,0,0
7493,2011-12-29,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,45,spring,Evening,1,1,0,0,0
7494,2011-12-30,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,30,spring,Night,3,1,0,0,0
7495,2011-12-30,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,20,spring,Night,3,1,0,0,0
7496,2011-12-30,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,12,spring,Night,3,1,0,0,0
7497,2011-12-30,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,6,spring,Night,3,1,0,0,0
7498,2011-12-30,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,2,spring,Night,3,1,0,0,0
7499,2011-12-30,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,10,spring,Night,3,1,0,0,0
7500,2011-12-30,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,32,spring,Morning,2,1,0,0,0
7501,2011-12-30,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,95,spring,Morning,2,1,1,0,0
7502,2011-12-30,1,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,205,spring,Morning,2,1,1,0,0
7503,2011-12-30,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,118,spring,Morning,2,1,0,0,0
7504,2011-12-30,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,171,spring,Morning,2,1,0,0,0
7505,2011-12-30,1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,197,spring,Afternoon,0,1,0,0,0
7506,2011-12-30,1,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,207,spring,Afternoon,0,1,0,0,0
7507,2011-12-30,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,245,spring,Afternoon,0,1,0,0,0
7508,2011-12-30,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,283,spring,Afternoon,0,1,0,0,0
7509,2011-12-30,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,242,spring,Afternoon,0,1,1,0,0
7510,2011-12-30,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,182,spring,Evening,1,1,1,0,0
7511,2011-12-30,1,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,112,spring,Evening,1,1,1,0,0
7512,2011-12-30,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,91,spring,Evening,1,1,0,0,0
7513,2011-12-30,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,95,spring,Evening,1,1,0,0,0
7514,2011-12-30,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,85,spring,Evening,1,1,0,0,0
7515,2011-12-30,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,73,spring,Evening,1,1,0,0,0
7516,2011-12-31,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,44,spring,Night,3,1,0,0,0
7517,2011-12-31,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,35,spring,Night,3,1,0,0,0
7518,2011-12-31,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,28,spring,Night,3,1,0,0,0
7519,2011-12-31,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,18,spring,Night,3,1,0,0,0
7520,2011-12-31,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,10,spring,Night,3,1,0,0,0
7521,2011-12-31,1,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,spring,Night,3,1,0,0,0
7522,2011-12-31,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,6,spring,Morning,2,1,0,0,0
7523,2011-12-31,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,49,spring,Morning,2,1,1,0,0
7524,2011-12-31,1,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,128,spring,Morning,2,1,0,0,0
7525,2011-12-31,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,217,spring,Morning,2,1,0,0,0
7526,2011-12-31,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,273,spring,Afternoon,0,1,0,0,0
7527,2011-12-31,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,313,spring,Afternoon,0,1,0,0,0
7528,2011-12-31,1,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,300,spring,Afternoon,0,1,0,0,0
7529,2011-12-31,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,253,spring,Afternoon,0,1,0,0,0
7530,2011-12-31,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,195,spring,Afternoon,0,1,0,0,0
7531,2011-12-31,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,129,spring,Afternoon,0,1,1,0,0
7532,2011-12-31,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,93,spring,Evening,1,1,1,0,0
7533,2011-12-31,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,92,spring,Evening,1,1,1,0,0
7534,2011-12-31,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,71,spring,Evening,1,1,0,0,0
7535,2011-12-31,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,52,spring,Evening,1,1,0,0,0
7536,2011-12-31,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,38,spring,Evening,1,1,0,0,0
7537,2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,93,spring,Night,3,1,0,0,0
7538,2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,8,spring,Night,3,1,0,0,0
7539,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,5,spring,Night,3,1,0,0,0
7540,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,2,spring,Morning,2,1,0,0,0
7541,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,7,spring,Morning,2,1,1,0,0
7542,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,14,spring,Morning,2,1,1,0,0
7543,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,40,spring,Morning,2,1,1,0,0
7544,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,70,spring,Morning,2,1,0,0,0
7545,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,138,spring,Morning,2,1,0,0,0
7546,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,201,spring,Afternoon,0,1,0,0,0
7547,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,223,spring,Afternoon,0,1,0,0,0
7548,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,267,spring,Afternoon,0,1,0,0,0
7549,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,265,spring,Afternoon,0,1,0,0,0
7550,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,215,spring,Afternoon,0,1,0,0,0
7551,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,111,spring,Afternoon,0,1,1,0,0
7552,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,106,spring,Evening,1,1,1,0,0
7553,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,105,spring,Evening,1,1,1,0,0
7554,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,83,spring,Evening,1,1,0,0,0
7555,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,71,spring,Evening,1,1,0,0,0
7556,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,66,spring,Evening,1,1,0,0,0
7557,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,29,spring,Evening,1,1,0,0,0
7558,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,39,spring,Night,3,1,0,0,0
7559,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,12,spring,Night,3,1,0,0,0
7560,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,7,spring,Night,3,1,0,0,0
7561,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,4,spring,Night,3,1,0,0,0
7562,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,4,spring,Night,3,1,0,0,0
7563,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,14,spring,Morning,2,1,0,0,0
7564,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,16,spring,Morning,2,1,1,0,0
7565,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,53,spring,Morning,2,1,1,0,0
7566,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,109,spring,Morning,2,1,0,0,0
7567,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,175,spring,Morning,2,1,0,0,0
7568,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,202,spring,Afternoon,0,1,0,0,0
7569,2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,176,spring,Afternoon,0,1,0,0,0
7570,2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,151,spring,Afternoon,0,1,0,0,0
7571,2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,168,spring,Afternoon,0,1,0,0,0
7572,2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,154,spring,Afternoon,0,1,0,0,0
7573,2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,153,spring,Afternoon,0,1,1,0,0
7574,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,126,spring,Evening,1,1,1,0,0
7575,2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,93,spring,Evening,1,1,1,0,0
7576,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,88,spring,Evening,1,1,0,0,0
7577,2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,66,spring,Evening,1,1,0,0,0
7578,2012-01-02,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,39,spring,Evening,1,1,0,0,0
7579,2012-01-02,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,34,spring,Evening,1,1,0,0,0
7580,2012-01-03,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,13,spring,Night,3,1,0,0,0
7581,2012-01-03,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,6,spring,Night,3,1,0,0,0
7582,2012-01-03,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,3,spring,Night,3,1,0,0,0
7583,2012-01-03,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,2,spring,Night,3,1,0,0,0
7584,2012-01-03,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,5,spring,Night,3,1,0,0,0
7585,2012-01-03,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,12,spring,Night,3,1,0,0,0
7586,2012-01-03,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,85,spring,Morning,2,1,0,0,0
7587,2012-01-03,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,170,spring,Morning,2,1,1,0,0
7588,2012-01-03,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,354,spring,Morning,2,1,1,0,0
7589,2012-01-03,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,153,spring,Morning,2,1,1,0,0
7590,2012-01-03,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,60,spring,Morning,2,1,0,0,0
7591,2012-01-03,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,75,spring,Morning,2,1,0,0,0
7592,2012-01-03,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,74,spring,Afternoon,0,1,0,0,0
7593,2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,73,spring,Afternoon,0,1,0,0,0
7594,2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,79,spring,Afternoon,0,1,0,0,0
7595,2012-01-03,1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,77,spring,Afternoon,0,1,0,0,0
7596,2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,136,spring,Afternoon,0,1,0,0,0
7597,2012-01-03,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,245,spring,Afternoon,0,1,1,0,0
7598,2012-01-03,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,224,spring,Evening,1,1,1,0,0
7599,2012-01-03,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,156,spring,Evening,1,1,1,0,0
7600,2012-01-03,1,1,1,20,0,2,1,1,0.12,0.1212,0.33,0.2537,115,spring,Evening,1,1,0,0,0
7601,2012-01-03,1,1,1,21,0,2,1,1,0.1,0.1061,0.36,0.2239,68,spring,Evening,1,1,0,0,0
7602,2012-01-03,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,33,spring,Evening,1,1,0,0,0
7603,2012-01-03,1,1,1,23,0,2,1,1,0.1,0.0758,0.46,0.3881,18,spring,Evening,1,1,0,0,0
7604,2012-01-04,1,1,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,9,spring,Night,3,1,0,0,0
7605,2012-01-04,1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,3,spring,Night,3,1,0,0,0
7606,2012-01-04,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,1,spring,Night,3,1,0,0,0
7607,2012-01-04,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,1,spring,Night,3,1,0,0,0
7608,2012-01-04,1,1,1,4,0,3,1,1,0.02,0.0455,0.41,0.194,2,spring,Night,3,1,0,0,0
7609,2012-01-04,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,14,spring,Night,3,1,0,0,0
7610,2012-01-04,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,59,spring,Morning,2,1,0,0,0
7611,2012-01-04,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,152,spring,Morning,2,1,1,0,0
7612,2012-01-04,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,315,spring,Morning,2,1,1,0,0
7613,2012-01-04,1,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,180,spring,Morning,2,1,1,0,0
7614,2012-01-04,1,1,1,11,0,3,1,2,0.08,0.1212,0.42,0.0896,46,spring,Morning,2,1,0,0,0
7615,2012-01-04,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,84,spring,Afternoon,0,1,0,0,0
7616,2012-01-04,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,91,spring,Afternoon,0,1,0,0,0
7617,2012-01-04,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,75,spring,Afternoon,0,1,0,0,0
7618,2012-01-04,1,1,1,15,0,3,1,2,0.18,0.1515,0.37,0.3284,90,spring,Afternoon,0,1,0,0,0
7619,2012-01-04,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,131,spring,Afternoon,0,1,0,0,0
7620,2012-01-04,1,1,1,17,0,3,1,2,0.2,0.197,0.4,0.194,281,spring,Afternoon,0,1,1,0,0
7621,2012-01-04,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,289,spring,Evening,1,1,1,0,0
7622,2012-01-04,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,184,spring,Evening,1,1,1,0,0
7623,2012-01-04,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,123,spring,Evening,1,1,0,0,0
7624,2012-01-04,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,52,spring,Evening,1,1,0,0,0
7625,2012-01-04,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,32,spring,Evening,1,1,0,0,0
7626,2012-01-05,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,14,spring,Night,3,1,0,0,0
7627,2012-01-05,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,5,spring,Night,3,1,0,0,0
7628,2012-01-05,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,4,spring,Night,3,1,0,0,0
7629,2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,5,spring,Night,3,1,0,0,0
7630,2012-01-05,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,26,spring,Night,3,1,0,0,0
7631,2012-01-05,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,78,spring,Morning,2,1,0,0,0
7632,2012-01-05,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,215,spring,Morning,2,1,1,0,0
7633,2012-01-05,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,86,spring,Morning,2,1,0,0,0
7634,2012-01-05,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,120,spring,Afternoon,0,1,0,0,0
7635,2012-01-05,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,118,spring,Afternoon,0,1,0,0,0
7636,2012-01-05,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,117,spring,Afternoon,0,1,0,0,0
7637,2012-01-05,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,119,spring,Afternoon,0,1,0,0,0
7638,2012-01-05,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,197,spring,Afternoon,0,1,0,0,0
7639,2012-01-05,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,412,spring,Afternoon,0,1,1,0,0
7640,2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,383,spring,Evening,1,1,1,0,0
7641,2012-01-05,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,265,spring,Evening,1,1,1,0,0
7642,2012-01-05,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,97,spring,Evening,1,1,0,0,0
7643,2012-01-05,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,71,spring,Evening,1,1,0,0,0
7644,2012-01-05,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,60,spring,Evening,1,1,0,0,0
7645,2012-01-06,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,25,spring,Night,3,1,0,0,0
7646,2012-01-06,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,5,spring,Night,3,1,0,0,0
7647,2012-01-06,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,4,spring,Night,3,1,0,0,0
7648,2012-01-06,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,3,spring,Night,3,1,0,0,0
7649,2012-01-06,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,13,spring,Night,3,1,0,0,0
7650,2012-01-06,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,70,spring,Morning,2,1,0,0,0
7651,2012-01-06,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,447,spring,Morning,2,1,1,0,0
7652,2012-01-06,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,241,spring,Morning,2,1,1,0,0
7653,2012-01-06,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,116,spring,Morning,2,1,0,0,0
7654,2012-01-06,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,138,spring,Morning,2,1,0,0,0
7655,2012-01-06,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,191,spring,Afternoon,0,1,0,0,0
7656,2012-01-06,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,204,spring,Afternoon,0,1,0,0,0
7657,2012-01-06,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,178,spring,Afternoon,0,1,0,0,0
7658,2012-01-06,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,222,spring,Afternoon,0,1,0,0,0
7659,2012-01-06,1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,294,spring,Afternoon,0,1,0,0,0
